STATE_NAME,PC_NAME,CANDIDATES NAME,SEX,AGE,CATEGORY,PARTY NAME,PARTY SYMBOL,GENERAL,POSTAL ,TOTAL,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,Total Electors,,
West Bengal,Asansol,DOLA SEN,F,47,GEN,AITC,Flowers and Grass,349435,68,349503,23.7808263545,30.5835233667,1469684,,
West Bengal,Asansol,BANSA GOPAL CHOUDHURY,M,54,GEN,CPM,"Hammer, Sickle and Star",255806,23,255829,17.4070752624,22.386509413,1469684,,
West Bengal,Asansol,BABUL SUPRIYA BARAL (BABUL SUPRIYO),M,43,GEN,BJP,Lotus,419887,96,419983,28.5764150661,36.7509288736,1469684,,
West Bengal,Asansol,ATUL CHANDRA  BOURI,M,60,SC,BMUP,Cot,4256,0,4256,0.2895860607,0.3724244869,1469684,,
West Bengal,Asansol,ANANTA LAL GUPTA,M,68,GEN,SUCI,Glass Tumbler,3115,0,3115,0.211950324,0.2725804222,1469684,,
West Bengal,Asansol,KANAI BANERJEE,M,45,GEN,JMM,Bow & Arrow,5728,0,5728,0.3897436456,0.5012329561,1469684,,
West Bengal,Asansol,BURO MURMU,M,39,ST,JDP,Cup & Saucer,2434,0,2434,0.1656138326,0.212989004,1469684,,
West Bengal,Asansol,MD. MUSTAQIM,M,39,GEN,GaAP,Bread,2449,1,2450,0.166702502,0.2143890961,1469684,,
West Bengal,Asansol,MD. REYAZUDDIN,M,46,GEN,IUML,Ladder,4947,0,4947,0.3366029704,0.4328909626,1469684,,
West Bengal,Asansol,JYOTIRMOY MAITI,M,57,GEN,IND,Candles,10227,0,10227,0.6958638728,0.8949213411,1469684,,
West Bengal,Asansol,MANASH SARKAR,M,54,GEN,IND,Frock,14262,1,14263,0.9704807292,1.2480945622,1469684,,
West Bengal,Asansol,SUJIT KAR,M,45,GEN,IND,CARPET,5016,0,5016,0.3412978572,0.4389288596,1469684,,
West Bengal,Asansol,None of the Above,,,,NOTA,NOTA,11475,4,11479,0.7810522534,1.0044785445,1469684,,
West Bengal,Bolpur,ANUPAM HAZRA,M,32,SC,AITC,Flowers and Grass,630085,608,630693,40.9961518961,48.3272990587,1538421,,
West Bengal,Bolpur,KAMINI MOHAN SARKAR,M,66,SC,BJP,Lotus,197174,300,197474,12.8361565762,15.1315855009,1538421,,
West Bengal,Bolpur,DOME RAMCHANDRA,M,56,SC,CPM,"Hammer, Sickle and Star",394246,335,394581,25.6484575084,30.2350493661,1538421,,
West Bengal,Bolpur,TAPAN KUMAR SAHA,M,62,SC,INC,Hand,46922,31,46953,3.0520274047,3.5978069722,1538421,,
West Bengal,Bolpur,SAMIRAN DAS,M,35,SC,BSP,Elephant,5951,1,5952,0.386890446,0.4560762273,1538421,,
West Bengal,Bolpur,BIJOY DOLUI,M,43,SC,SUCI,Glass Tumbler,5410,0,5410,0.3516594948,0.4145450923,1538421,,
West Bengal,Bolpur,SANJIB MALIK,M,30,SC,JDP,Cup & Saucer,6371,0,6371,0.4141261814,0.4881823998,1538421,,
West Bengal,Bolpur,None of the Above,,,,NOTA,NOTA,17304,18,17322,1.1259604009,1.3273105525,1538421,,
West Bengal,Birbhum,DR. ELAHI KAMRE MAHAMMAD,M,53,GEN,CPM,"Hammer, Sickle and Star",393096,209,393305,26.3064958762,30.8248219346,1495089,,
West Bengal,Birbhum,JOY BANERJEE,M,50,GEN,BJP,Lotus,235478,275,235753,15.7685138056,18.4768671783,1495089,,
West Bengal,Birbhum,PRABIR MUKHOPADHYAY,M,51,GEN,BSP,Elephant,7140,1,7141,0.4776310676,0.5596675695,1495089,,
West Bengal,Birbhum,SATABDI ROY,F,45,GEN,AITC,Flowers and Grass,460216,352,460568,30.8054313896,36.0964813282,1495089,,
West Bengal,Birbhum,SYED SIRAJ JIMMI,M,54,GEN,INC,Hand,132054,30,132084,8.8345360504,10.3519298774,1495089,,
West Bengal,Birbhum,AYESHA KHATUN,F,45,GEN,SUCI,Glass Tumbler,6593,0,6593,0.4409776822,0.5167187069,1495089,,
West Bengal,Birbhum,NURUL ISLAM,M,39,GEN,JD(U),Arrow,2203,2,2205,0.1474830562,0.1728143104,1495089,,
West Bengal,Birbhum,PRASANTA ROY,M,45,GEN,SP,Bicycle,7193,1,7194,0.4811760118,0.5638213829,1495089,,
West Bengal,Birbhum,SHIBRATAN SHARMA,M,49,GEN,JMM,Bow & Arrow,7989,0,7989,0.5343501749,0.6261285833,1495089,,
West Bengal,Birbhum,SAJAL DAS,M,29,SC,BMUP,Cot,2981,1,2982,0.199453276,0.2337107817,1495089,,
West Bengal,Birbhum,SUTTAM DAS,M,30,SC,IND,Batsman,5448,0,5448,0.3643935102,0.4269806636,1495089,,
West Bengal,Birbhum,None of the Above,,,,NOTA,NOTA,14545,12,14557,0.9736557137,1.1408879442,1495089,,
Jharkhand,Rajmahal,DR. ANIL MURMU,M,43,ST,JVM,Comb,97370,4,97374,7.1944125716,10.2310265699,1353467,,
Jharkhand,Rajmahal,ARUN MARANDI,M,28,ST,BSP,Elephant,4775,0,4775,0.352797667,0.5017063269,1353467,,
Jharkhand,Rajmahal,ARJUN PRASAD SINGH,M,65,ST,AJSUP,Banana,6760,1,6761,0.4995319428,0.7103741311,1353467,,
Jharkhand,Rajmahal,JYOTIN SOREN,M,65,ST,CPM,"Hammer, Sickle and Star",58034,0,58034,4.2878031012,6.097596853,1353467,,
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,M,31,ST,JMM,Bow & Arrow,379337,170,379507,28.0396197321,39.8745681648,1353467,,
Jharkhand,Rajmahal,HEMLAL MURMU,M,58,ST,BJP,Lotus,338080,90,338170,24.9854632584,35.5313148803,1353467,,
Jharkhand,Rajmahal,KRISHNA SINGH,M,42,ST,IUML,Ladder,16354,0,16354,1.2083043029,1.7183047685,1353467,,
Jharkhand,Rajmahal,BARNARD HEMBROM,M,43,ST,RKSP,Auto- Rickshaw,8686,0,8686,0.6417592745,0.9126327026,1353467,,
Jharkhand,Rajmahal,TALA HANSDA,M,41,ST,IND,Cup & Saucer,7661,0,7661,0.5660278381,0.8049365801,1353467,,
Jharkhand,Rajmahal,SUNIRAM HEMBROM,M,45,ST,IND,Cot,6460,0,6460,0.47729276,0.6787482453,1353467,,
Jharkhand,Rajmahal,DR. SURAE SOREN,M,33,ST,IND,Scissors,7906,0,7906,0.5841294985,0.8306785801,1353467,,
Jharkhand,Rajmahal,None of the Above,,,,NOTA,NOTA,19872,3,19875,1.4684510224,2.088254083,1353467,,
Jharkhand,Dumka,CHHAYA KOLE,F,31,ST,CPI,Ears of Corn And Sickle,26439,3,26442,2.077060663,2.9280381635,1273049,,
Jharkhand,Dumka,BABU LAL MARANDI,M,56,ST,JVM,Comb,158001,121,158122,12.4207316451,17.5095397658,1273049,,
Jharkhand,Dumka,SHIBU SOREN,M,68,ST,JMM,Bow & Arrow,335686,129,335815,26.3787961029,37.1862618513,1273049,,
Jharkhand,Dumka,SUNIL SOREN,M,35,ST,BJP,Lotus,296493,292,296785,23.3129282534,32.8642994612,1273049,,
Jharkhand,Dumka,SOKOL HANSDA,M,31,ST,BSP,Elephant,9059,0,9059,0.7115986894,1.0031426414,1273049,,
Jharkhand,Dumka,BABULAL SOREN,M,57,ST,AITC,Flowers and Grass,6284,0,6284,0.4936180775,0.6958547697,1273049,,
Jharkhand,Dumka,BITIYA MANJHI,F,40,ST,CPI(ML)(L),Flag with Three Stars,5813,0,5813,0.4566202872,0.6436988822,1273049,,
Jharkhand,Dumka,SAHADEO SOREN,M,64,ST,AAAP,Broom,3738,1,3739,0.2937043272,0.4140358026,1273049,,
Jharkhand,Dumka,STEPHAN BESRA,M,36,ST,JDP,Cup & Saucer,4310,0,4310,0.3385572747,0.4772651269,1273049,,
Jharkhand,Dumka,UMANATH KOLE,M,56,ST,IND,Air Conditioner,3733,0,3733,0.2932330177,0.4133713964,1273049,,
Jharkhand,Dumka,JOSHIL MURMU,M,32,ST,IND,Bottle,4567,0,4567,0.3587450287,0.5057238595,1273049,,
Jharkhand,Dumka,PULIS HEMRAM,M,35,ST,IND,Brush,10283,0,10283,0.8077458134,1.138681508,1273049,,
Jharkhand,Dumka,BAGHRAI SOREN,M,59,ST,IND,Gas Cylinder,9436,0,9436,0.741212632,1.0448894982,1273049,,
Jharkhand,Dumka,SHRILAL KISKU,M,55,ST,IND,Dolli,10347,0,10347,0.812773114,1.1457685076,1273049,,
Jharkhand,Dumka,None of the Above,,,,NOTA,NOTA,18325,0,18325,1.4394575543,2.029207297,1273049,,
Jharkhand,Godda,NISHIKANT DUBEY,M,42,GEN,BJP,Lotus,380314,186,380500,23.9192190454,36.2504894531,1590772,,
Jharkhand,Godda,PRADIP YADAV,M,48,GEN,JVM,Comb,193458,48,193506,12.1642901461,18.4354460239,1590772,,
Jharkhand,Godda,FURKAN ANSARI,M,63,GEN,INC,Hand,319739,79,319818,20.1045907928,30.469274733,1590772,,
Jharkhand,Godda,MANRAJ,M,60,SC,BSP,Elephant,20865,6,20871,1.3120053106,1.9883941271,1590772,,
Jharkhand,Godda,SUBODH PRASAD,M,59,GEN,AJSUP,Banana,10992,6,10998,0.6913628674,1.0477868147,1590772,,
Jharkhand,Godda,GITA MANDAL,F,44,GEN,CPI(ML)(L),Flag with Three Stars,4343,1,4344,0.2730751315,0.413855785,1590772,,
Jharkhand,Godda,JAI SHANKAR JHA,M,50,GEN,AAAP,Broom,5076,4,5080,0.3193420046,0.4839749972,1590772,,
Jharkhand,Godda,MD. JENUL,M,25,GEN,BMUP,Cot,4466,0,4466,0.2807443686,0.4254788066,1590772,,
Jharkhand,Godda,DAMODAR SINGH,M,46,GEN,AITC,Flowers and Grass,28245,1,28246,1.7756169807,2.691015309,1590772,,
Jharkhand,Godda,MD. NOOR HASSAN,M,41,GEN,SAP,Almirah,5131,1,5132,0.3226108598,0.4889290719,1590772,,
Jharkhand,Godda,MAHENDRA MURMU,M,57,ST,JVD,BUCKET,3903,1,3904,0.2454155878,0.3719366907,1590772,,
Jharkhand,Godda,RAJVARDHAN AZAD,M,64,GEN,JD(U),Arrow,14034,0,14034,0.882213719,1.337028565,1590772,,
Jharkhand,Godda,NAVIN CHANDRA JHA,M,50,GEN,IND,Television,7278,0,7278,0.4575139979,0.693379927,1590772,,
Jharkhand,Godda,NIRANJAN PRASAD YADAV,M,38,GEN,IND,Battery Torch,9059,0,9059,0.5694722873,0.8630569881,1590772,,
Jharkhand,Godda,MANOJ KUMAR RAY,M,34,GEN,IND,Ring,7447,0,7447,0.4681377772,0.7094806701,1590772,,
Jharkhand,Godda,SUNIL KUMAR GUPTA,M,46,GEN,IND,Batsman,22349,0,22349,1.4049162324,2.1292041755,1590772,,
Jharkhand,Godda,None of the Above,,,,NOTA,NOTA,12409,1,12410,0.7801248577,1.182308999,1590772,,
Jharkhand,Chatra,HAJI JAINUL ABEDIN,M,40,GEN,BSP,Elephant,14928,1,14929,1.1373938907,2.0938876266,1312562,,
Jharkhand,Chatra,DHIRAJ PRASAD SAHU,M,58,GEN,INC,Hand,117835,1,117836,8.9775568697,16.5272518163,1312562,,
Jharkhand,Chatra,NAGMANI,M,51,GEN,AJSUP,Banana,35674,0,35674,2.7178906596,5.0035064097,1312562,,
Jharkhand,Chatra,NILAM DEVI,F,37,GEN,JVM,Comb,104176,0,104176,7.9368441262,14.611349547,1312562,,
Jharkhand,Chatra,BANWARI SAW,M,60,GEN,CPI,Ears of Corn And Sickle,21261,0,21261,1.6198091976,2.9819910797,1312562,,
Jharkhand,Chatra,SUNIL KUMAR SINGH,M,52,GEN,BJP,Lotus,295857,5,295862,22.5408018821,41.4965356672,1312562,,
Jharkhand,Chatra,KESHWAR YADAV,M,50,GEN,SP,Bicycle,29754,0,29754,2.2668643462,4.1731885887,1312562,,
Jharkhand,Chatra,CHANDRADEO THAKUR,M,63,GEN,SP(I),Air Conditioner,4725,0,4725,0.3599829951,0.6627114365,1312562,,
Jharkhand,Chatra,NAUSHAD ALAM,M,31,GEN,AITC,Flowers and Grass,7841,0,7841,0.5973813047,1.0997503436,1312562,,
Jharkhand,Chatra,BALWANT KUMAR,M,36,GEN,JKP,Basket containing Fruits,6845,0,6845,0.5214991749,0.9600549805,1312562,,
Jharkhand,Chatra,MAHESH SINGH YADAV,M,67,GEN,JD(U),Arrow,5783,0,5783,0.4405887112,0.8111026957,1312562,,
Jharkhand,Chatra,MISTAR ALAM ASRAFEE,M,41,GEN,RJM,Candles,4647,0,4647,0.3540404187,0.6517714382,1312562,,
Jharkhand,Chatra,RAJ KUMAR PAHAN,M,45,GEN,RADP,Carrot,10771,0,10771,0.820608855,1.5107015625,1312562,,
Jharkhand,Chatra,RAMNARESH SINGH,M,49,GEN,CPI(ML)(L),Flag with Three Stars,8341,0,8341,0.6354747433,1.169878538,1312562,,
Jharkhand,Chatra,SAGAR RAM,M,38,SC,ABHM,Almirah,5743,0,5743,0.4375412361,0.8054924402,1312562,,
Jharkhand,Chatra,SIMA CHANDRAVANSI,F,25,GEN,AAAP,Broom,17979,1,17980,1.3698400533,2.5218098684,1312562,,
Jharkhand,Chatra,ANIL KUMAR ORAON,M,45,ST,IND,Batsman,4207,2,4209,0.3206705664,0.5903391399,1312562,,
Jharkhand,Chatra,ASHISH BHUSHAN PATHAK,M,31,GEN,IND,Bat,2944,0,2944,0.2242941667,0.4129148083,1312562,,
Jharkhand,Chatra,ROBIN SINGH,M,25,ST,IND,Battery Torch,2016,0,2016,0.1535927446,0.2827568796,1312562,,
Jharkhand,Chatra,SUDHANSHU SUMAN,M,40,GEN,IND,Balloon,5843,0,5843,0.4451599239,0.819518079,1312562,,
Jharkhand,Chatra,None of the Above,,,,NOTA,NOTA,5791,0,5791,0.4411982063,0.8122247468,1312562,,
Jharkhand,Kodarma,TILAKDHARI PD SINGH,M,69,GEN,INC,Hand,60330,0,60330,3.679455004,5.8862039595,1639645,,
Jharkhand,Kodarma,NAJRUL HASSAN HASHMI,M,42,GEN,AJSUP,Banana,25522,0,25522,1.5565564497,2.4900994108,1639645,,
Jharkhand,Kodarma,PRANAV KUMAR VERMA,M,34,GEN,JVM,Comb,160638,0,160638,9.7971207182,15.6729327306,1639645,,
Jharkhand,Kodarma,RAVINDRA KR. RAY,M,50,GEN,BJP,Lotus,365405,5,365410,22.2859216477,35.6518778191,1639645,,
Jharkhand,Kodarma,BISHESHWAR PRASAD,M,45,GEN,BSP,Elephant,12459,0,12459,0.7598596038,1.2155845372,1639645,,
Jharkhand,Kodarma,KRISHNA SINGH,M,50,GEN,JD(U),Arrow,18727,0,18727,1.1421374749,1.8271331269,1639645,,
Jharkhand,Kodarma,JAIDEO CHAUDHARY,M,52,GEN,SP,Bicycle,7838,0,7838,0.4780303053,0.7647284375,1639645,,
Jharkhand,Kodarma,MD. JALIL ANSARI,M,40,GEN,NLP,Table,4245,0,4245,0.2588975053,0.4141709897,1639645,,
Jharkhand,Kodarma,MANJU KUMARI,F,36,GEN,AITC,Flowers and Grass,12785,0,12785,0.7797419563,1.2473913082,1639645,,
Jharkhand,Kodarma,MAHENDRA RAVIDAS,M,44,GEN,BMUP,Cot,6141,0,6141,0.3745322921,0.5991576084,1639645,,
Jharkhand,Kodarma,YOGENDRA RAM,M,39,GEN,ABJS,Candles,4516,0,4516,0.2754254732,0.4406115876,1639645,,
Jharkhand,Kodarma,RAGHUNANDAN PRASAD VISHWAKARMA,M,63,GEN,AIFB,Lion,6992,0,6992,0.4264337707,0.6821869399,1639645,,
Jharkhand,Kodarma,RAJKUMAR YADAV,M,41,GEN,CPI(ML)(L),Flag with Three Stars,266756,0,266756,16.2691314278,26.0265245054,1639645,,
Jharkhand,Kodarma,VIJAY KUMAR CHOURASIYA,M,42,GEN,AAAP,Broom,11880,0,11880,0.7245470818,1.1590933704,1639645,,
Jharkhand,Kodarma,DR. SURAJ MANDAL,M,65,GEN,JVD,BUCKET,6966,0,6966,0.4248480616,0.6796502036,1639645,,
Jharkhand,Kodarma,KANCHAN KUMARI,F,27,GEN,IND,Cup & Saucer,20669,0,20669,1.260577747,2.0166078176,1639645,,
Jharkhand,Kodarma,PHALJIT MAHTO,M,40,GEN,IND,Almirah,5996,0,5996,0.3656889144,0.585010425,1639645,,
Jharkhand,Kodarma,MANOJ KUMAR,M,38,GEN,IND,Air Conditioner,2873,0,2873,0.1752208557,0.2803093648,1639645,,
Jharkhand,Kodarma,RAMESHWAR PRASAD YADAV,M,37,GEN,IND,Coat,6334,0,6334,0.3863031327,0.6179879973,1639645,,
Jharkhand,Kodarma,SHIVANATH SAV,M,28,GEN,IND,Kite,11117,0,11117,0.6780126186,1.0846499158,1639645,,
Jharkhand,Kodarma,None of the Above,,,,NOTA,NOTA,6712,0,6712,0.4093569035,0.6548682409,1639645,,
Jharkhand,Giridih,UMESH CHANDRA MEHTA,M,58,GEN,AJSUP,Banana,55531,0,55531,3.6735501216,5.7175245716,1511644,,
Jharkhand,Giridih,KARTIK MAHTO,M,57,GEN,BSP,Elephant,6341,0,6341,0.4194770726,0.6528753905,1511644,,
Jharkhand,Giridih,JAGARNATH MAHTO,M,47,GEN,JMM,Bow & Arrow,351598,2,351600,23.2594446841,36.201070382,1511644,,
Jharkhand,Giridih,RAVINDRA KUMAR PANDEY,M,55,GEN,BJP,Lotus,391905,8,391913,25.9262762926,40.3517352009,1511644,,
Jharkhand,Giridih,SABA AHMAD,M,76,GEN,JVM,Comb,57380,0,57380,3.7958672809,5.9078993701,1511644,,
Jharkhand,Giridih,ASHUTOSH VERMA,M,52,GEN,AITC,Flowers and Grass,11354,1,11355,0.751168926,1.1691215989,1511644,,
Jharkhand,Giridih,GURJEET SINGH,M,50,GEN,AAAP,Broom,7070,1,7071,0.4677688662,0.7280368847,1511644,,
Jharkhand,Giridih,JALESHWAR MAHATO,M,65,GEN,JD(U),Arrow,40010,0,40010,2.6467872065,4.1194676507,1511644,,
Jharkhand,Giridih,JEETENDRA KUMAR,M,32,GEN,SP,Bicycle,2825,0,2825,0.1868826258,0.2908646867,1511644,,
Jharkhand,Giridih,MRINAL KANTI DEV,M,67,GEN,SLP(L),BUCKET,1997,0,1997,0.1321078243,0.2056130192,1511644,,
Jharkhand,Giridih,BIDESHI MAHTO,M,58,GEN,JDP,Cup & Saucer,4325,0,4325,0.2861123386,0.4453061132,1511644,,
Jharkhand,Giridih,SANJEEV KUMAR SINHA,M,35,GEN,AIFB,Lion,2988,0,2988,0.1976655879,0.3076473217,1511644,,
Jharkhand,Giridih,SOHRAB SHAH,M,51,GEN,BMUP,Cot,5072,0,5072,0.3355287356,0.5222179436,1511644,,
Jharkhand,Giridih,DILIP KR RAJAK,M,35,SC,IND,Battery Torch,6406,0,6406,0.4237770269,0.6595678523,1511644,,
Jharkhand,Giridih,SHIVA MAHTO,M,80,GEN,IND,Walking Stick,3660,0,3660,0.2421204993,0.3768370808,1511644,,
Jharkhand,Giridih,SANJEEV KUMAR MAHATO,M,33,GEN,IND,Balloon,13132,0,13132,0.8687230591,1.3520832089,1511644,,
Jharkhand,Giridih,SAJJADUR RAB HASAMI,M,42,GEN,IND,Kite,3512,0,3512,0.2323298343,0.36159886,1511644,,
Jharkhand,Giridih,None of the Above,,,,NOTA,NOTA,4879,0,4879,0.3227611792,0.5023464801,1511644,,
Jharkhand,Dhanbad,AJAY KUMAR DUBEY,M,53,GEN,INC,Hand,250534,3,250537,13.2557786395,21.901140352,1890021,,
Jharkhand,Dhanbad,PASHUPATI NATH SINGH,M,65,GEN,BJP,Lotus,543482,9,543491,28.755818057,47.5102386915,1890021,,
Jharkhand,Dhanbad,MADAN MOHAN RAM,M,29,GEN,BSP,Elephant,8454,1,8455,0.4473495268,0.7391089607,1890021,,
Jharkhand,Dhanbad,SAMARESH SINGH,M,73,GEN,JVM,Comb,90926,0,90926,4.8108460171,7.9484590605,1890021,,
Jharkhand,Dhanbad,HEMLATA S. MOHAN,F,55,GEN,AJSUP,Banana,21277,0,21277,1.1257546874,1.8599670439,1890021,,
Jharkhand,Dhanbad,AKLU RAM MAHTO,M,70,GEN,SP,Bicycle,4169,0,4169,0.2205795597,0.3644405981,1890021,,
Jharkhand,Dhanbad,AHMAD HUSSAIN ANSARI,M,68,GEN,JDP,Cup & Saucer,3120,0,3120,0.1650775309,0.2727403852,1890021,,
Jharkhand,Dhanbad,ANAND MAHATO,M,72,GEN,MCO,Kite,110185,0,110185,5.829829404,9.6320190219,1890021,,
Jharkhand,Dhanbad,KISHOR KUMAR MURMU,M,29,ST,BMUP,Cot,4531,0,4531,0.239732786,0.3960854761,1890021,,
Jharkhand,Dhanbad,CHANDRA SHEKHAR DUBEY,M,71,GEN,AITC,Flowers and Grass,29937,0,29937,1.5839506545,2.6169964465,1890021,,
Jharkhand,Dhanbad,JAYANT PANDEY,M,41,GEN,AIFB,Lion,2518,0,2518,0.1332260329,0.2201154776,1890021,,
Jharkhand,Dhanbad,MD. ZUBAIR,M,53,GEN,AIMF,Air Conditioner,3094,0,3094,0.1637018848,0.2704675487,1890021,,
Jharkhand,Dhanbad,MANTOSH KUMAR MANDAL,M,67,GEN,AMB,Candles,3413,0,3413,0.1805800041,0.2983535048,1890021,,
Jharkhand,Dhanbad,RAMA KANT VERMA,M,63,GEN,AAAP,Broom,8948,0,8948,0.4734338931,0.7822054382,1890021,,
Jharkhand,Dhanbad,HIRALAL SANKHWAR,M,64,GEN,JKP,Basket containing Fruits,8580,0,8580,0.4539632099,0.7500360594,1890021,,
Jharkhand,Dhanbad,DR. KRISHNA CHANDRA SINGHRAJ,M,61,GEN,IND,Table Lamp,13200,0,13200,0.6984049384,1.1539016299,1890021,,
Jharkhand,Dhanbad,GANPAT MAHTO,M,47,GEN,IND,Auto- Rickshaw,5441,0,5441,0.2878803992,0.4756347552,1890021,,
Jharkhand,Dhanbad,GAUTAM KUMAR MAHATO,M,37,GEN,IND,Batsman,3000,0,3000,0.1587283951,0.2622503704,1890021,,
Jharkhand,Dhanbad,TARCH MURMU,M,64,ST,IND,Battery Torch,1190,0,1190,0.0629622634,0.1040259803,1890021,,
Jharkhand,Dhanbad,PARSHURAM PASWAN,M,39,SC,IND,Sewing Machine,1359,0,1359,0.071903963,0.1187994178,1890021,,
Jharkhand,Dhanbad,PAWAN MAHATO,M,38,GEN,IND,Gas Cylinder,811,0,811,0.0429095761,0.0708950168,1890021,,
Jharkhand,Dhanbad,PREM PRAKASH PASWAN,M,30,SC,IND,Balloon,1226,0,1226,0.0648670041,0.1071729847,1890021,,
Jharkhand,Dhanbad,BINOD SINGH,M,25,GEN,IND,Ceiling Fan,1457,0,1457,0.0770890905,0.1273662632,1890021,,
Jharkhand,Dhanbad,MANILAL MAHTO,M,35,GEN,IND,Coconut,1888,0,1888,0.09989307,0.1650428998,1890021,,
Jharkhand,Dhanbad,MUNSHI HEMBRAM,M,62,ST,IND,Scissors,1486,0,1486,0.078623465,0.1299013502,1890021,,
Jharkhand,Dhanbad,RANBIR SINGH,M,40,GEN,IND,Bat,1516,0,1516,0.080210749,0.1325238539,1890021,,
Jharkhand,Dhanbad,RAMESH KUMAR RAY,M,35,GEN,IND,Walking Stick,965,0,965,0.0510576338,0.0843572025,1890021,,
Jharkhand,Dhanbad,RAMESH BHARATI,M,42,GEN,IND,Television,2052,0,2052,0.1085702222,0.1793792534,1890021,,
Jharkhand,Dhanbad,RITU RANI SINGH,F,29,GEN,IND,Saw,3814,0,3814,0.2017966996,0.3334076376,1890021,,
Jharkhand,Dhanbad,VIJAY KANT MISHRA,M,31,GEN,IND,BELT,1537,0,1537,0.0813218477,0.1343596064,1890021,,
Jharkhand,Dhanbad,SUMAN BANERJEE,F,33,GEN,IND,BUCKET,2104,0,2104,0.1113215144,0.1839249265,1890021,,
Jharkhand,Dhanbad,None of the Above,,,,NOTA,NOTA,7675,0,7675,0.4060801441,0.6709238643,1890021,,
Jharkhand,Ranchi,AMITABH CHOUDHARY,M,54,GEN,JVM,Comb,67705,7,67712,4.1075938194,6.4500703476,1648459,,
Jharkhand,Ranchi,DURGA MUNDA,M,39,ST,BSP,Elephant,2500,2,2502,0.1517781152,0.2383340621,1648459,,
Jharkhand,Ranchi,RAJENDRA SINGH MUNDA,M,78,ST,CPM,"Hammer, Sickle and Star",10177,1,10178,0.6174251225,0.9695300094,1648459,,
Jharkhand,Ranchi,RAM TAHAL CHOUDHARY,M,72,GEN,BJP,Lotus,448617,112,448729,27.2211198459,42.7447663193,1648459,,
Jharkhand,Ranchi,SUDESH KUMAR MAHTO,M,40,GEN,AJSUP,Banana,142547,13,142560,8.6480767796,13.5798976364,1648459,,
Jharkhand,Ranchi,SUBODH KANT SAHAY,M,60,GEN,INC,Hand,249399,27,249426,15.1308585776,23.759676963,1648459,,
Jharkhand,Ranchi,AMANULLAH,M,44,GEN,AAAP,Broom,8493,4,8497,0.5154510971,0.8094022883,1648459,,
Jharkhand,Ranchi,BANDHU TIRKEY,M,53,ST,AITC,Flowers and Grass,46115,11,46126,2.7981284339,4.3938437035,1648459,,
Jharkhand,Ranchi,BAHADUR  URAON,M,70,ST,CPI(ML)(L),Flag with Three Stars,3877,0,3877,0.2351893496,0.369313013,1648459,,
Jharkhand,Ranchi,BISHESHWAR MAHTO,M,49,GEN,SAP,Almirah,2130,0,2130,0.1292115849,0.2028983022,1648459,,
Jharkhand,Ranchi,MAN SINGH MARDI,M,36,ST,JKP(N),Kite,4239,1,4240,0.2572099154,0.4038914561,1648459,,
Jharkhand,Ranchi,"YUGESHWAR MARAR ""DEEN""",M,67,GEN,MMM,Basket containing Fruits,4409,0,4409,0.2674619144,0.4199899599,1648459,,
Jharkhand,Ranchi,RANJIT MAHTO,M,49,GEN,BMUP,Cot,3823,0,3823,0.2319135629,0.3641691124,1648459,,
Jharkhand,Ranchi,RAM LAL MAHTO,M,63,GEN,SUCI,Glass Tumbler,4190,0,4190,0.2541767796,0.3991285851,1648459,,
Jharkhand,Ranchi,LAL JOTINDRA DEV,M,57,GEN,AKBJHP,Auto- Rickshaw,3411,0,3411,0.206920524,0.3249230558,1648459,,
Jharkhand,Ranchi,VIKAS CHANDRA SHARMA,M,34,GEN,CPIM,Saw,14898,0,14898,0.9037531416,1.4191450266,1648459,,
Jharkhand,Ranchi,SURESH TOPPO,M,44,ST,JDP,Cup & Saucer,4085,0,4085,0.2478071945,0.3891265561,1648459,,
Jharkhand,Ranchi,ANJANI PANDEY,M,56,GEN,IND,Diesel Pump,1250,0,1250,0.0758283949,0.1190717736,1648459,,
Jharkhand,Ranchi,ABUL HASAN,M,38,GEN,IND,Scissors,1219,0,1219,0.0739478507,0.1161187936,1648459,,
Jharkhand,Ranchi,AMIT KUMAR SINGH,M,33,GEN,IND,Battery Torch,1987,0,1987,0.1205368165,0.1892764913,1648459,,
Jharkhand,Ranchi,ARSAD AYUB,M,43,GEN,IND,Ceiling Fan,2083,0,2083,0.1263604372,0.1984212035,1648459,,
Jharkhand,Ranchi,KAFILUR RAHMAN,M,39,GEN,IND,Pen Nib with Seven Rays,4696,0,4696,0.2848721139,0.4473288391,1648459,,
Jharkhand,Ranchi,CHINTAMANI MAHTO,M,43,GEN,IND,Telephone,1605,0,1605,0.097363659,0.1528881573,1648459,,
Jharkhand,Ranchi,THADDEUS LAKRA,M,65,ST,IND,Television,1504,0,1504,0.0912367247,0.143267158,1648459,,
Jharkhand,Ranchi,BALRAM KUMAR BEDIA,M,35,ST,IND,Table,2889,0,2889,0.1752545863,0.2751986832,1648459,,
Jharkhand,Ranchi,BIRENDRA KUMAR JAISWAL,M,48,GEN,IND,Batsman,1366,0,1366,0.0828652699,0.1301216342,1648459,,
Jharkhand,Ranchi,RAMPODO MAHTO,M,48,GEN,IND,Gas Cylinder,1296,0,1296,0.0786188798,0.1234536149,1648459,,
